District,Category,Capacity,Nbhood,Latitude,Longitude,Care Category,Capacity Category,Bed Capacity,Desired Bed Capacity,Capacity Difference
BAĞCILAR,Emergency Station,,MAHMUTBEY,41.06440813,28.81554781,Emergency Care,Emergency Location,,0.0,
BAĞCILAR,Emergency Station,,KİRAZLI,41.0335637,28.84067723,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Emergency Station,,ZAFER,41.01138124,28.83452282,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Emergency Station,,KOCASİNAN MERKEZ,41.00572961,28.84383762,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Emergency Station,,BAHÇELİEVLER,40.99584398,28.85837876,Emergency Care,Emergency Location,,0.0,
BEYOĞLU,Emergency Station,,YAHYA KAHYA,41.0328647,28.97050182,Emergency Care,Emergency Location,,0.0,
BEYOĞLU,Emergency Station,,KADIMEHMET EFENDİ,41.03283165,28.96379923,Emergency Care,Emergency Location,,0.0,
BEYOĞLU,Policlinic,,YAHYA KAHYA,41.03306146,28.97079784,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
BÜYÜKÇEKMECE,Public Hospital,,MİMAR SİNAN,41.01715988,28.55577855,Public Health Care,High Capacity,477.0976744186046,140.20000000000002,-336.89767441860454
PENDİK,Emergency Station,,SÜLÜNTEPE,40.91533795,29.27952525,Emergency Care,Emergency Location,,0.0,
BAHÇELİEVLER,Private Hospital,,BAHÇELİEVLER,41.00675285,28.86998873,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
BAKIRKÖY,Emergency Station,,ZUHURATBABA,40.99237145,28.85900809,Emergency Care,Emergency Location,,0.0,
BAKIRKÖY,Emergency Station,,YENİMAHALLE,40.97970935,28.88190051,Emergency Care,Emergency Location,,0.0,
BAKIRKÖY,Emergency Station,,YEŞİLKÖY,40.97512363,28.83715571,Emergency Care,Emergency Location,,0.0,
ÇATALCA,Emergency Station,,KARACAKÖY MERKEZ,41.40493263,28.38472098,Emergency Care,Emergency Location,,0.0,
ÇEKMEKÖY,Emergency Station,,MİMAR SİNAN,41.0338057,29.18181226,Emergency Care,Emergency Location,,0.0,
ÇEKMEKÖY,Emergency Station,,EKŞİOĞLU,41.02819988,29.24148814,Emergency Care,Emergency Location,,0.0,
ESENLER,Emergency Station,,KAZIM KARABEKİR,41.04278183,28.87289449,Emergency Care,Emergency Location,,0.0,
ESENLER,Emergency Station,,FATİH,41.04231783,28.86686642,Emergency Care,Emergency Location,,0.0,
ESENLER,Emergency Station,,ORUÇREİS,41.06463747,28.86157925,Emergency Care,Emergency Location,,0.0,
ŞİŞLİ,Emergency Station,,HALİL RIFAT PAŞA,41.0604325,28.97099121,Emergency Care,Emergency Location,,0.0,
KARTAL,Policlinic,,UĞUR MUMCU,40.93224977,29.21339904,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
KARTAL,Policlinic,,CEVİZLİ,40.914558,29.178285,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
,Emergency Station,,UĞUR MUMCU,40.92950302,29.21442908,Emergency Care,Emergency Location,,0.0,
KARTAL,Emergency Station,,CEVİZLİ,40.912794,29.174197,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,,YALI,40.91017974,29.13825859,Emergency Care,Emergency Location,,0.0,
KADIKÖY,Emergency Station,,RASİMPAŞA,41.000152,29.023687,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,KÜÇÜKÇAMLICA,41.02115763,29.06362459,Emergency Care,Emergency Location,,0.0,
ZEYTİNBURNU,Policlinic,,YENİDOĞAN,40.9868263,28.90546501,Public Health Care,Low Capacity,6.395012468827931,6.2,-0.19501246882793044
BÜYÜKÇEKMECE,Public Hospital,,PINARTEPE,41.014777,28.624727,Public Health Care,High Capacity,477.0976744186046,0.0,-477.0976744186046
BÜYÜKÇEKMECE,Emergency Station,,KAMİLOBA,41.04011128,28.42896392,Emergency Care,Emergency Location,,0.0,
BÜYÜKÇEKMECE,Emergency Station,,DİZDARİYE,41.02428553,28.58161855,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,ÜNALAN,41.00117388,29.06148971,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,SELİMİYE,41.00529306,29.02454821,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,BARBAROS,41.01644955,29.03802881,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,KÜÇÜKÇAMLICA,41.00713105,29.06784548,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,KÜPLÜCE,41.03462941,29.05391303,Emergency Care,Emergency Location,,0.0,
ÜSKÜDAR,Emergency Station,,BULGURLU,41.01620374,29.07927278,Emergency Care,Emergency Location,,0.0,
BAŞAKŞEHİR,Emergency Station,,BAŞAK,41.10165237,28.80439643,Emergency Care,Emergency Location,,0.0,
BAŞAKŞEHİR,Emergency Station,,KAYABAŞI,41.10436282,28.76389887,Emergency Care,Emergency Location,,0.0,
BAŞAKŞEHİR,Emergency Station,,ZİYA GÖKALP,41.069107,28.80363795,Emergency Care,Emergency Location,,0.0,
BAŞAKŞEHİR,Emergency Station,,TAHTAKALE,41.06180396,28.71508753,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Public Hospital,,MEVLANA,41.08876635,28.90865787,Public Health Care,High Capacity,477.0976744186046,2.1,-474.99767441860456
GAZİOSMANPAŞA,Emergency Station,,KARAYOLLARI,41.08528746,28.89884839,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Emergency Station,3.0,YENİDOĞAN,41.05802486,28.92537279,Emergency Care,Emergency Location,,0.0,
GAZİOSMANPAŞA,Policlinic,0.0,KARAYOLLARI,41.08608997,28.90539354,Public Health Care,Low Capacity,6.395012468827931,4.0,-2.3950124688279306
BAYRAMPAŞA,Emergency Station,,YENİDOĞAN,41.04233331,28.91246299,Emergency Care,Emergency Location,,0.0,
ZEYTİNBURNU,Emergency Station,,KAZLIÇEŞME,41.0028904,28.91669158,Emergency Care,Emergency Location,,0.0,
KARTAL,Emergency Station,,ORHANTEPE,40.90959753,29.15449005,Emergency Care,Emergency Location,,0.0,
SULTANBEYLİ,Emergency Station,,BATTALGAZİ,40.98231522,29.2685392,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Emergency Station,,SULTANÇİFTLİĞİ,41.10105116,28.858284,Emergency Care,Emergency Location,,0.0,
PENDİK,Research Hospital,,FEVZİ ÇAKMAK,40.88819829,29.26259258,Research Care,High Capacity,146.86486486486487,0.0,-146.86486486486487
PENDİK,Emergency Station,,GÜZELYALI,40.86091808,29.2742917,Emergency Care,Emergency Location,,0.0,
EYÜPSULTAN,Emergency Station,,AKŞEMSETTİN,41.08436229,28.9226986,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,,CUMHURİYET,41.00067691,28.77495878,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,,BEŞYOL,40.99586739,28.79733785,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,,İSTAYSON,41.02579164,28.77139097,Emergency Care,Emergency Location,,0.0,
KÜÇÜKÇEKMECE,Emergency Station,,HALKALI MERKEZ,41.03379298,28.79243973,Emergency Care,Emergency Location,,0.0,
BÜYÜKÇEKMECE,Emergency Station,,KAMİLOBA,41.04008067,28.42908537,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,,MERKEZ,41.06582699,28.95632272,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,,SEYRANTEPE,41.097488,28.99548,Emergency Care,Emergency Location,,0.0,
KAĞITHANE,Emergency Station,,GÜRSEL,41.06640554,28.97413063,Emergency Care,Emergency Location,,0.0,
PENDİK,Private Hospital,75.0,YENİŞEHİR,40.92580712,29.29108281,Private Health Care,Medium Capacity,59.51555555555555,0.0,-59.51555555555555
SİLİVRİ,Emergency Station,,GÜMÜŞYAKA,41.04626791,28.04450782,Emergency Care,Emergency Location,,0.0,
SULTANGAZİ,Public Hospital,,UĞUR MUMCU,41.09604308,28.86678011,Public Health Care,High Capacity,477.0976744186046,13.75,-463.3476744186046
FATİH,Policlinic,,SEYYİD ÖMER,41.0069573,28.93616236,Public Health Care,Low Capacity,6.395012468827931,0.0,-6.395012468827931
FATİH,Emergency Station,,KARAGÜMRÜK,41.02396759,28.93552492,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,,GİRNE,40.94288017,29.13927896,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,,ESENKENT,40.93094142,29.16956955,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,,ALTAYÇEŞME,40.93856576,29.12770062,Emergency Care,Emergency Location,,0.0,
MALTEPE,Emergency Station,,ALTAYÇEŞME,40.93874974,29.12777046,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,,BATI,40.87269223,29.23226515,Emergency Care,Emergency Location,,0.0,
PENDİK,Emergency Station,,FATİH,40.86682735,29.2988353,Emergency Care,Emergency Location,,0.0,
